Grouped_commodity,Commodity,Country,Forced Labor,Child Labor,Doc_Source1,Doc_Source2,Tier,Year,TierNum,,,,,,,,,,,,,,,,
Secondary Product,Embellished Textiles,Nepal,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Fashion Accessories,Philippines,,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Secondary Product,Fireworks,China,FL,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Secondary Product,Fireworks,El Salvador,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Fireworks,Guatemala,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Fireworks,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Fireworks,Peru,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Footwear,Bangladesh,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Footwear,Brazil,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Footwear,China,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Secondary Product,Footwear,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Footwear,Turkey,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Footwear,Viet nam,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Secondary Product,Footwear (sandals),Indonesia,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Furniture,Pakistan,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Secondary Product,Furniture,Turkey,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Furniture,Viet nam,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Secondary Product,Glass Bangles,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Glass Bangles,Pakistan,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Secondary Product,Gloves,China,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Secondary Product,Hair Products,China,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Secondary Product,Incense (agarbatti),India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Locks,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Matches,Bangladesh,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Matches,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Nails,China,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Secondary Product,Pornography,Colombia,,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Secondary Product,Pornography,Mexico,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Pornography,Paraguay,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Pornography,Philippines,,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Secondary Product,Pornography,Russia,FL,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Secondary Product,Pornography,Thailand,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Secondary Product,Pornography,Ukraine,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Pyrotechnics,Philippines,,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Secondary Product,Rubber Gloves,Malaysia,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Secondary Product,Silk Fabric,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Silk Thread,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Soap,Bangladesh,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Soccer Balls,India,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Secondary Product,Surgical Instruments,Pakistan,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Secondary Product,Toys,China,FL,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Carpets,Afghanistan,,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Carpets,India,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Carpets,Iran,,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Carpets,Nepal,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Carpets,Pakistan,FL,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Cotton,Argentina,,CL,Department of Labor 2022,Verite,Tier 1,2021,1,,,,,,,,,,,,,,,,
Textile,Cotton,Azerbaijan,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Cotton,Benin,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Brazil,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Burkina Faso,FL,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Cotton,Cameroon,FL,,Verite,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Cotton,China,FL,CL,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Cotton,Egypt,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,India,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Kazakhstan,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Kyrgyzstan,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Mali,,CL,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Cotton,Pakistan,FL,,Department of Labor 2022,Verite,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Cotton,Paraguay,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Tajikistan,FL,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Togo,FL,,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Turkey,,CL,Department of Labor 2022,Verite,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Turkmenistan,FL,CL,Department of Labor 2022,Verite,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Cotton,Uzbekistan,FL,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Cotton,Zambia,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Garments,Argentina,FL,CL,Department of Labor 2022,,Tier 1,2021,1,,,,,,,,,,,,,,,,
Textile,Garments,Bangladesh,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Garments,Brazil,FL,,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Garments,China,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Garments,India,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Garments,Malaysia,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Garments,Mexico,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Garments,Myanmar,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Garments,Pakistan,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Garments,Thailand,FL,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Garments,Turkey,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Garments,Viet nam,FL,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Silk,India,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Silk,Uzbekistan,,CL,Verite,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Silk Cocoons,Uzbekistan,FL,,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Sisal,Brazil,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Sisal,Kenya,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Sisal,Tanzania,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Textiles,Bangladesh,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Textiles,Cambodia,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Textiles,China,FL,CL,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Textiles,Ghana,,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
Textile,Textiles,North Korea,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Textiles,Pakistan,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Textiles,Viet nam,,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Textiles (hand-woven),Ethiopia,FL,CL,Department of Labor 2022,,Tier 2 Watch List,2021,2.5,,,,,,,,,,,,,,,,
Textile,Thread/Yarn,China,FL,,Department of Labor 2022,,Tier 3,2021,3,,,,,,,,,,,,,,,,
Textile,Thread/Yarn,India,FL,CL,Department of Labor 2022,,Tier 2,2021,2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
